<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.10.30	11:55:00	3997.62	4000.63	3997.62	3999.75	85	0	18
2025.10.30	11:56:00	3999.77	4000.58	3996.79	3996.79	79	0	17
2025.10.30	11:57:00	3996.76	3999.18	3996.76	3998.86	79	0	17
2025.10.30	11:58:00	3999.05	3999.05	3997.87	3998.08	80	0	17
2025.10.30	11:59:00	3998.22	3999.24	3997.07	3998.62	81	0	17
2025.10.30	12:00:00	3998.16	3999.21	3996.18	3997.70	86	0	17
2025.10.30	12:01:00	3997.69	3999.24	3997.01	3998.93	73	0	17
2025.10.30	12:02:00	3999.40	4001.01	3999.15	4000.14	83	0	17
2025.10.30	12:03:00	4000.15	4000.18	3996.89	3997.17	79	0	5
2025.10.30	12:04:00	3997.19	3999.17	3997.07	3998.33	78	0	17
2025.10.30	12:05:00	3998.15	3999.02	3997.80	3998.95	76	0	17
2025.10.30	12:06:00	3998.91	3999.61	3998.47	3998.81	81	0	17
2025.10.30	12:07:00	3998.75	3999.78	3997.96	3999.07	82	0	17
2025.10.30	12:08:00	3999.12	3999.13	3997.19	3998.08	74	0	17
2025.10.30	12:09:00	3998.07	3998.85	3997.28	3997.57	74	0	17
2025.10.30	12:10:00	3997.40	3998.84	3996.66	3998.84	75	0	17
2025.10.30	12:11:00	3998.83	3999.07	3997.45	3997.50	74	0	17
2025.10.30	12:12:00	3997.49	3997.75	3997.14	3997.57	67	0	17
2025.10.30	12:13:00	3997.59	3998.39	3997.56	3998.02	67	0	17
2025.10.30	12:14:00	3998.03	3998.13	3997.29	3998.13	61	0	17
2025.10.30	12:15:00	3998.14	3998.98	3997.92	3998.01	73	0	17
2025.10.30	12:16:00	3998.22	3998.75	3997.60	3997.65	67	0	17
2025.10.30	12:17:00	3997.66	3997.87	3994.77	3996.27	62	0	17
2025.10.30	12:18:00	3996.28	3996.52	3995.03	3995.05	75	0	17
2025.10.30	12:19:00	3995.04	3995.04	3993.63	3993.63	74	0	17
2025.10.30	12:20:00	3993.59	3993.60	3990.09	3990.09	82	0	17
2025.10.30	12:21:00	3989.78	3989.99	3983.62	3984.07	95	0	7
2025.10.30	12:22:00	3984.02	3986.08	3982.72	3985.96	98	0	17
2025.10.30	12:23:00	3985.99	3987.01	3984.58	3986.48	90	0	17
2025.10.30	12:24:00	3986.28	3986.45	3984.89	3986.16	81	0	17
2025.10.30	12:25:00	3986.30	3990.56	3985.84	3989.16	88	0	17
2025.10.30	12:26:00	3989.11	3989.66	3986.37	3986.41	87	0	16
2025.10.30	12:27:00	3986.44	3988.63	3985.84	3986.74	85	0	15
2025.10.30	12:28:00	3986.76	3988.28	3985.67	3986.38	86	0	17
2025.10.30	12:29:00	3986.40	3987.25	3985.97	3987.25	71	0	16
2025.10.30	12:30:00	3986.33	3988.54	3985.11	3986.82	93	0	16
2025.10.30	12:31:00	3986.81	3988.05	3986.19	3986.19	81	0	16
2025.10.30	12:32:00	3986.33	3986.53	3981.46	3986.41	96	0	17
2025.10.30	12:33:00	3986.25	3987.35	3984.48	3987.02	86	0	17
2025.10.30	12:34:00	3986.63	3986.78	3979.69	3979.73	94	0	5
2025.10.30	12:35:00	3979.85	3980.65	3973.77	3976.97	104	0	9
2025.10.30	12:36:00	3976.72	3978.23	3974.55	3978.23	97	0	8
2025.10.30	12:37:00	3978.22	3979.93	3976.41	3977.51	93	0	17
2025.10.30	12:38:00	3977.49	3981.10	3977.49	3978.99	91	0	16
2025.10.30	12:39:00	3979.01	3981.20	3978.42	3981.02	87	0	17
2025.10.30	12:40:00	3981.25	3981.39	3979.29	3980.98	82	0	17
2025.10.30	12:41:00	3980.70	3982.31	3980.16	3982.31	85	0	15
2025.10.30	12:42:00	3982.62	3983.79	3981.72	3982.00	85	0	16
2025.10.30	12:43:00	3981.99	3982.62	3979.84	3982.22	82	0	16
2025.10.30	12:44:00	3982.30	3982.47	3981.37	3982.12	73	0	5
2025.10.30	12:45:00	3982.26	3984.16	3981.33	3981.91	82	0	16
2025.10.30	12:46:00	3981.87	3983.25	3981.69	3983.15	82	0	17
2025.10.30	12:47:00	3982.85	3983.23	3980.18	3981.62	87	0	17
2025.10.30	12:48:00	3981.62	3981.93	3979.67	3981.49	78	0	17
2025.10.30	12:49:00	3981.50	3982.45	3980.91	3982.00	76	0	17
2025.10.30	12:50:00	3982.09	3984.04	3981.13	3983.09	79	0	17
2025.10.30	12:51:00	3982.95	3985.15	3982.30	3985.15	86	0	17
2025.10.30	12:52:00	3985.30	3987.18	3985.16	3985.82	86	0	17
2025.10.30	12:53:00	3986.05	3986.52	3983.94	3986.48	84	0	16
2025.10.30	12:54:00	3986.45	3986.72	3985.47	3985.92	81	0	16
2025.10.30	12:55:00	3985.87	3986.50	3985.43	3986.24	74	0	16
2025.10.30	12:56:00	3986.23	3986.34	3985.72	3986.00	67	0	14
2025.10.30	12:57:00	3986.01	3986.01	3984.01	3984.86	74	0	16
2025.10.30	12:58:00	3984.74	3985.15	3982.08	3984.33	94	0	16
2025.10.30	12:59:00	3984.39	3985.71	3983.10	3984.26	79	0	16
2025.10.30	13:00:00	3984.31	3984.37	3981.25	3982.47	88	0	17
2025.10.30	13:01:00	3982.58	3984.16	3982.58	3983.67	79	0	17
2025.10.30	13:02:00	3983.69	3984.35	3982.03	3982.95	74	0	17
2025.10.30	13:03:00	3982.98	3984.88	3982.43	3984.73	84	0	17
2025.10.30	13:04:00	3984.74	3984.86	3982.53	3982.54	78	0	17
2025.10.30	13:05:00	3982.04	3982.77	3980.21	3981.43	84	0	16
2025.10.30	13:06:00	3981.46	3982.29	3980.26	3980.44	85	0	17
2025.10.30	13:07:00	3980.42	3982.07	3980.42	3981.48	81	0	16
2025.10.30	13:08:00	3981.69	3983.18	3981.08	3981.82	86	0	16
2025.10.30	13:09:00	3981.75	3981.84	3978.73	3978.74	83	0	16
2025.10.30	13:10:00	3978.91	3981.69	3978.80	3978.94	87	0	16
2025.10.30	13:11:00	3978.79	3979.52	3977.55	3978.91	84	0	5
2025.10.30	13:12:00	3978.80	3980.51	3978.46	3980.11	78	0	16
2025.10.30	13:13:00	3980.10	3980.11	3978.54	3979.55	85	0	17
2025.10.30	13:14:00	3979.89	3980.45	3976.88	3977.20	80	0	16
2025.10.30	13:15:00	3977.10	3977.66	3975.16	3975.77	95	0	17
2025.10.30	13:16:00	3975.77	3977.70	3975.17	3975.41	94	0	9
2025.10.30	13:17:00	3975.74	3977.25	3974.70	3975.45	87	0	6
2025.10.30	13:18:00	3975.44	3975.68	3971.86	3974.43	90	0	9
2025.10.30	13:19:00	3974.41	3974.83	3971.54	3971.86	83	0	10
2025.10.30	13:20:00	3972.02	3972.67	3967.57	3967.98	87	0	16
2025.10.30	13:21:00	3968.11	3971.78	3968.11	3969.17	92	0	16
2025.10.30	13:22:00	3968.95	3970.93	3963.78	3970.53	94	0	16
2025.10.30	13:23:00	3970.94	3970.97	3968.11	3970.05	93	0	16
2025.10.30	13:24:00	3970.36	3971.11	3969.52	3970.71	83	0	16
2025.10.30	13:25:00	3970.84	3970.87	3969.12	3969.74	86	0	16
2025.10.30	13:26:00	3969.69	3969.70	3967.28	3968.93	86	0	16
2025.10.30	13:27:00	3968.91	3969.42	3967.03	3967.39	81	0	6
2025.10.30	13:28:00	3967.36	3968.35	3965.94	3967.92	83	0	16
2025.10.30	13:29:00	3967.95	3967.95	3965.23	3965.94	77	0	16
2025.10.30	13:30:00	3965.64	3970.62	3965.22	3970.61	89	0	17
2025.10.30	13:31:00	3970.63	3970.63	3968.06	3968.24	87	0	17
2025.10.30	13:32:00	3968.29	3969.53	3965.90	3968.91	90	0	17
2025.10.30	13:33:00	3968.87	3970.40	3968.42	3970.39	75	0	16
2025.10.30	13:34:00	3970.35	3972.43	3969.79	3972.06	87	0	16
2025.10.30	13:35:00	3972.10	3975.31	3972.02	3974.57	93	0	16
2025.10.30	13:36:00	3974.93	3976.00	3974.57	3976.00	86	0	16
2025.10.30	13:37:00	3976.00	3976.42	3974.04	3974.20	83	0	16
2025.10.30	13:38:00	3974.58	3974.58	3971.72	3971.96	81	0	16
2025.10.30	13:39:00	3971.97	3974.05	3971.43	3973.22	73	0	16
2025.10.30	13:40:00	3973.25	3973.46	3970.22	3970.80	84	0	17
2025.10.30	13:41:00	3970.75	3972.91	3969.96	3971.95	69	0	17
2025.10.30	13:42:00	3971.87	3972.95	3971.23	3971.30	80	0	17
2025.10.30	13:43:00	3971.49	3973.18	3971.04	3972.61	75	0	16
2025.10.30	13:44:00	3972.75	3973.80	3972.16	3973.34	78	0	16
2025.10.30	13:45:00	3973.31	3973.39	3971.26	3971.38	76	0	5
2025.10.30	13:46:00	3971.36	3974.43	3971.34	3974.23	83	0	12
2025.10.30	13:47:00	3974.30	3974.34	3972.92	3973.71	72	0	16
2025.10.30	13:48:00	3973.74	3976.20	3973.34	3973.34	75	0	16
2025.10.30	13:49:00	3973.22	3973.45	3971.31	3973.18	73	0	16
2025.10.30	13:50:00	3973.18	3973.22	3971.67	3973.07	78	0	16
2025.10.30	13:51:00	3972.99	3973.66	3971.73	3973.66	67	0	17
2025.10.30	13:52:00	3973.67	3973.99	3972.06	3972.73	70	0	17
2025.10.30	13:53:00	3972.72	3973.09	3971.57	3971.70	65	0	17
2025.10.30	13:54:00	3971.66	3973.12	3971.00	3973.12	71	0	17
2025.10.30	13:55:00	3973.12	3975.02	3972.77	3974.49	73	0	17
2025.10.30	13:56:00	3974.56	3974.66	3973.64	3974.25	68	0	17
2025.10.30	13:57:00	3974.26	3975.70	3973.92	3975.63	66	0	17
2025.10.30	13:58:00	3975.62	3976.50	3974.94	3975.23	81	0	17
2025.10.30	13:59:00	3975.37	3976.18	3974.32	3974.35	75	0	16
2025.10.30	14:00:00	3974.45	3975.49	3973.60	3975.15	90	0	16
2025.10.30	14:01:00	3975.12	3976.42	3974.89	3976.20	82	0	17
2025.10.30	14:02:00	3976.20	3980.27	3975.96	3980.27	89	0	17
2025.10.30	14:03:00	3980.29	3982.13	3978.34	3979.96	93	0	10
2025.10.30	14:04:00	3979.95	3980.33	3977.06	3978.25	87	0	17
2025.10.30	14:05:00	3978.74	3980.65	3978.45	3980.65	76	0	17
2025.10.30	14:06:00	3980.31	3981.72	3979.42	3980.97	81	0	17
2025.10.30	14:07:00	3981.28	3981.55	3979.87	3980.56	71	0	17
2025.10.30	14:08:00	3980.32	3980.94	3978.74	3979.67	75	0	17
2025.10.30	14:09:00	3979.64	3980.64	3978.15	3979.42	79	0	17
2025.10.30	14:10:00	3979.61	3979.61	3973.84	3974.30	87	0	17
2025.10.30	14:11:00	3974.55	3978.54	3974.40	3978.54	81	0	17
2025.10.30	14:12:00	3978.60	3980.76	3977.91	3979.51	86	0	17
2025.10.30	14:13:00	3979.24	3981.10	3979.24	3980.84	73	0	13
2025.10.30	14:14:00	3980.82	3982.65	3980.40	3982.26	86	0	17
2025.10.30	14:15:00	3982.28	3985.04	3982.28	3984.37	93	0	17
2025.10.30	14:16:00	3984.25	3984.37	3980.83	3982.48	85	0	18
2025.10.30	14:17:00	3982.70	3984.14	3982.47	3983.20	84	0	17
2025.10.30	14:18:00	3983.11	3983.11	3980.31	3981.19	84	0	17
2025.10.30	14:19:00	3981.32	3982.23	3979.99	3980.44	83	0	17
2025.10.30	14:20:00	3980.50	3982.10	3979.82	3979.82	82	0	17
2025.10.30	14:21:00	3979.89	3980.90	3978.12	3980.86	81	0	17
2025.10.30	14:22:00	3980.92	3983.81	3979.90	3983.76	90	0	13
2025.10.30	14:23:00	3983.96	3984.49	3979.69	3980.19	84	0	17
2025.10.30	14:24:00	3980.39	3980.39	3977.56	3977.85	90	0	7
2025.10.30	14:25:00	3978.49	3980.54	3978.37	3979.04	92	0	17
2025.10.30	14:26:00	3979.09	3980.25	3976.40	3979.79	90	0	17
2025.10.30	14:27:00	3980.13	3980.25	3977.71	3978.87	77	0	17
2025.10.30	14:28:00	3979.05	3979.05	3974.81	3975.30	81	0	17
2025.10.30	14:29:00	3974.67	3975.28	3970.93	3970.93	86	0	17
2025.10.30	14:30:00	3970.86	3973.73	3967.22	3973.60	94	0	17
2025.10.30	14:31:00	3973.99	3974.70	3970.88	3970.88	93	0	17
2025.10.30	14:32:00	3970.85	3972.16	3969.06	3971.62	91	0	16
2025.10.30	14:33:00	3970.56	3970.73	3966.88	3969.94	102	0	17
2025.10.30	14:34:00	3970.05	3972.95	3969.22	3971.61	90	0	16
2025.10.30	14:35:00	3971.74	3977.23	3971.53	3976.28	91	0	16
2025.10.30	14:36:00	3975.83	3978.26	3975.81	3976.79	88	0	16
2025.10.30	14:37:00	3976.53	3979.41	3973.86	3973.86	91	0	12
2025.10.30	14:38:00	3973.90	3977.19	3972.89	3976.36	91	0	16
2025.10.30	14:39:00	3976.38	3976.79	3974.81	3976.79	81	0	16
2025.10.30	14:40:00	3976.64	3979.04	3976.16	3977.66	90	0	16
2025.10.30	14:41:00	3977.58	3978.08	3976.67	3977.03	81	0	17
2025.10.30	14:42:00	3977.29	3978.50	3977.06	3977.86	78	0	17
2025.10.30	14:43:00	3977.93	3979.30	3976.90	3977.70	81	0	17
2025.10.30	14:44:00	3977.61	3980.17	3977.21	3977.21	86	0	17
2025.10.30	14:45:00	3976.40	3978.84	3975.69	3977.95	87	0	17
2025.10.30	14:46:00	3977.86	3978.83	3974.67	3975.51	85	0	17
2025.10.30	14:47:00	3975.46	3975.69	3971.10	3972.22	95	0	17
2025.10.30	14:48:00	3972.09	3972.69	3969.51	3969.88	92	0	17
2025.10.30	14:49:00	3970.16	3970.52	3967.38	3967.38	94	0	16
2025.10.30	14:50:00	3967.47	3971.25	3966.99	3971.25	86	0	5
2025.10.30	14:51:00	3971.61	3972.77	3969.08	3972.23	87	0	16
2025.10.30	14:52:00	3972.29	3973.15	3971.71	3973.11	86	0	16
2025.10.30	14:53:00	3973.16	3974.20	3972.36	3972.64	84	0	16
2025.10.30	14:54:00	3972.72	3973.63	3971.20	3972.32	81	0	16
2025.10.30	14:55:00	3972.05	3973.38	3968.13	3969.13	89	0	8
2025.10.30	14:56:00	3969.18	3971.37	3966.71	3970.89	91	0	12
2025.10.30	14:57:00	3970.97	3971.05	3967.60	3968.67	84	0	17
2025.10.30	14:58:00	3968.63	3968.64	3960.96	3961.73	99	0	17
2025.10.30	14:59:00	3961.78	3963.77	3960.84	3961.47	98	0	17
2025.10.30	15:00:00	3961.64	3965.16	3960.25	3960.70	101	0	17
2025.10.30	15:01:00	3959.93	3967.25	3959.93	3966.07	99	0	17
2025.10.30	15:02:00	3966.29	3971.28	3966.29	3970.85	96	0	8
2025.10.30	15:03:00	3970.83	3972.75	3969.29	3969.33	92	0	17
2025.10.30	15:04:00	3969.83	3975.68	3968.95	3974.30	93	0	17
2025.10.30	15:05:00	3974.49	3975.42	3972.82	3973.65	95	0	17
2025.10.30	15:06:00	3973.48	3976.88	3973.48	3974.85	90	0	17
2025.10.30	15:07:00	3974.90	3975.17	3973.32	3973.63	90	0	17
2025.10.30	15:08:00	3973.56	3973.95	3970.87	3972.62	92	0	17
2025.10.30	15:09:00	3971.80	3973.19	3970.99	3972.42	87	0	16
2025.10.30	15:10:00	3972.41	3974.54	3971.83	3974.33	84	0	16
2025.10.30	15:11:00	3974.24	3976.13	3973.90	3975.01	85	0	16
2025.10.30	15:12:00	3975.02	3977.44	3974.68	3977.44	71	0	17
2025.10.30	15:13:00	3977.34	3977.99	3973.84	3973.88	85	0	17
2025.10.30	15:14:00	3973.81	3975.63	3973.48	3975.63	72	0	17
2025.10.30	15:15:00	3975.69	3976.36	3974.66	3974.67	73	0	10
2025.10.30	15:16:00	3974.66	3975.96	3974.20	3975.53	85	0	17
2025.10.30	15:17:00	3975.51	3975.91	3973.80	3975.34	81	0	17
2025.10.30	15:18:00	3975.62	3975.62	3971.39	3971.91	84	0	17
2025.10.30	15:19:00	3971.97	3974.75	3971.97	3973.85	83	0	17
2025.10.30	15:20:00	3973.84	3976.19	3973.31	3974.15	88	0	17
2025.10.30	15:21:00	3973.94	3974.07	3971.38	3971.38	89	0	17
2025.10.30	15:22:00	3971.24	3973.08	3970.83	3972.02	83	0	16
2025.10.30	15:23:00	3972.27	3973.32	3971.22	3973.32	89	0	17
2025.10.30	15:24:00	3973.15	3976.06	3973.07	3975.57	90	0	17
2025.10.30	15:25:00	3975.27	3976.19	3973.29	3973.66	90	0	16
2025.10.30	15:26:00	3973.71	3973.71	3969.76	3970.85	90	0	5
2025.10.30	15:27:00	3971.17	3974.80	3970.50	3970.56	90	0	16
2025.10.30	15:28:00	3970.68	3972.97	3970.68	3971.99	87	0	17
2025.10.30	15:29:00	3972.02	3972.46	3969.44	3970.03	91	0	5
2025.10.30	15:30:00	3969.65	3972.04	3966.87	3972.04	100	0	9
2025.10.30	15:31:00	3972.19	3977.17	3971.02	3976.81	99	0	17
2025.10.30	15:32:00	3976.40	3978.51	3974.56	3978.18	97	0	17
2025.10.30	15:33:00	3978.45	3978.83	3971.60	3971.66	96	0	17
2025.10.30	15:34:00	3971.15	3971.15	3967.17	3969.27	96	0	10
2025.10.30	15:35:00	3969.34	3970.17	3964.69	3969.50	98	0	17
2025.10.30	15:36:00	3969.65	3970.01	3965.52	3966.98	97	0	17
2025.10.30	15:37:00	3966.36	3970.74	3966.31	3970.60	91	0	17
2025.10.30	15:38:00	3971.26	3974.75	3971.06	3972.48	96	0	17
2025.10.30	15:39:00	3972.49	3973.45	3968.38	3968.88	96	0	17
2025.10.30	15:40:00	3968.58	3968.91	3966.52	3967.77	92	0	17
2025.10.30	15:41:00	3967.09	3968.55	3965.36	3966.75	100	0	5
2025.10.30	15:42:00	3966.55	3968.88	3963.25	3968.84	97	0	17
2025.10.30	15:43:00	3968.84	3971.25	3968.43	3970.99	92	0	17
2025.10.30	15:44:00	3970.95	3975.22	3969.20	3974.95	96	0	17
2025.10.30	15:45:00	3974.63	3978.97	3974.63	3976.76	97	0	16
2025.10.30	15:46:00	3976.67	3981.18	3976.67	3978.78	96	0	16
2025.10.30	15:47:00	3978.95	3979.10	3974.97	3976.95	93	0	16
2025.10.30	15:48:00	3976.73	3976.80	3974.26	3974.91	89	0	9
2025.10.30	15:49:00	3974.92	3978.06	3974.34	3975.75	94	0	16
2025.10.30	15:50:00	3976.00	3980.28	3975.04	3979.16	92	0	16
2025.10.30	15:51:00	3979.42	3984.30	3979.42	3983.83	96	0	16
2025.10.30	15:52:00	3983.77	3985.18	3981.32	3984.37	92	0	15
2025.10.30	15:53:00	3984.42	3989.43	3982.79	3988.60	97	0	17
2025.10.30	15:54:00	3988.50	3988.63	3987.08	3987.85	94	0	6
2025.10.30	15:55:00	3987.87	3990.95	3987.69	3989.39	95	0	12
2025.10.30	15:56:00	3989.75	3991.77	3988.48	3991.69	94	0	11
2025.10.30	15:57:00	3991.67	3994.76	3991.41	3991.97	96	0	9
2025.10.30	15:58:00	3991.79	3994.55	3991.61	3992.52	94	0	9
2025.10.30	15:59:00	3992.63	3995.33	3991.73	3995.33	93	0	11
2025.10.30	16:00:00	3995.28	3997.89	3992.91	3994.33	98	0	16
2025.10.30	16:01:00	3993.59	3994.67	3992.14	3993.14	90	0	13
2025.10.30	16:02:00	3993.11	3994.00	3991.81	3992.73	91	0	18
2025.10.30	16:03:00	3992.80	3998.92	3992.80	3998.20	90	0	18
2025.10.30	16:04:00	3998.00	4000.86	3997.02	3998.16	100	0	17
2025.10.30	16:05:00	3998.29	4000.17	3997.42	4000.09	97	0	17
2025.10.30	16:06:00	4000.21	4000.36	3998.36	3999.32	94	0	16
2025.10.30	16:07:00	3999.45	4004.78	3998.28	4004.29	99	0	16
2025.10.30	16:08:00	4004.19	4007.99	4003.59	4007.63	98	0	5
2025.10.30	16:09:00	4007.45	4013.44	4007.45	4009.84	103	0	5
2025.10.30	16:10:00	4009.50	4014.61	4008.99	4011.96	99	0	13
2025.10.30	16:11:00	4012.13	4012.71	4008.94	4009.46	99	0	16
2025.10.30	16:12:00	4009.19	4010.72	4005.63	4006.85	100	0	17
2025.10.30	16:13:00	4006.62	4010.72	4006.10	4010.61	98	0	17
2025.10.30	16:14:00	4011.11	4011.99	4007.69	4010.87	96	0	17
2025.10.30	16:15:00	4011.07	4013.05	4010.03	4011.68	100	0	16
2025.10.30	16:16:00	4012.34	4012.34	4006.98	4010.50	100	0	9
2025.10.30	16:17:00	4010.47	4010.77	4007.91	4008.15	94	0	5
2025.10.30	16:18:00	4007.65	4008.40	4004.72	4004.72	94	0	17
2025.10.30	16:19:00	4004.94	4007.67	4004.69	4007.32	95	0	17
2025.10.30	16:20:00	4007.20	4008.42	4005.20	4007.99	92	0	17
2025.10.30	16:21:00	4008.28	4009.90	4005.20	4005.20	101	0	17
2025.10.30	16:22:00	4005.33	4008.68	4005.33	4008.05	96	0	15
2025.10.30	16:23:00	4008.21	4008.25	4001.50	4001.50	95	0	16
2025.10.30	16:24:00	4001.48	4003.53	3997.05	4003.52	100	0	5
2025.10.30	16:25:00	4003.46	4003.46	3998.66	4002.33	96	0	5
2025.10.30	16:26:00	4002.11	4002.49	3999.12	4000.86	95	0	17
2025.10.30	16:27:00	4000.75	4001.17	3998.13	3999.46	92	0	17
2025.10.30	16:28:00	3999.80	4001.01	3996.36	4000.41	95	0	17
2025.10.30	16:29:00	4000.78	4000.89	3995.91	3998.53	94	0	17
2025.10.30	16:30:00	3998.48	4000.15	3997.46	3998.84	93	0	17
2025.10.30	16:31:00	3998.84	4000.84	3998.60	4000.84	88	0	17
2025.10.30	16:32:00	4000.75	4000.82	3997.39	3998.25	85	0	17
2025.10.30	16:33:00	3998.06	3998.10	3992.29	3992.46	91	0	17
2025.10.30	16:34:00	3992.65	3995.83	3992.52	3995.83	96	0	17
2025.10.30	16:35:00	3995.92	3996.49	3993.55	3995.29	91	0	16
2025.10.30	16:36:00	3995.40	3995.50	3990.96	3993.83	96	0	16
2025.10.30	16:37:00	3993.58	3994.34	3990.95	3993.37	95	0	16
2025.10.30	16:38:00	3993.84	3995.03	3989.57	3991.50	93	0	16
2025.10.30	16:39:00	3991.48	3991.76	3988.10	3991.55	86	0	16
2025.10.30	16:40:00	3991.95	3993.02	3988.63	3990.72	95	0	17
2025.10.30	16:41:00	3990.82	3991.39	3988.37	3989.63	89	0	17
2025.10.30	16:42:00	3989.47	3991.92	3986.58	3986.68	99	0	17
2025.10.30	16:43:00	3987.14	3991.32	3987.14	3991.09	93	0	17
2025.10.30	16:44:00	3991.02	3994.22	3991.00	3993.45	94	0	17
2025.10.30	16:45:00	3993.48	3994.70	3991.01	3991.08	95	0	16
2025.10.30	16:46:00	3990.47	3994.34	3989.00	3994.17	92	0	6
2025.10.30	16:47:00	3994.09	3999.82	3994.02	3998.21	95	0	5
2025.10.30	16:48:00	3998.18	4000.67	3997.45	4000.67	93	0	17
2025.10.30	16:49:00	4000.67	4002.04	3998.51	3998.75	95	0	6
2025.10.30	16:50:00	3999.09	3999.94	3995.38	3997.07	97	0	8
2025.10.30	16:51:00	3997.16	3998.67	3995.88	3996.92	93	0	17
2025.10.30	16:52:00	3996.98	4000.05	3996.98	3999.25	98	0	17
2025.10.30	16:53:00	3999.20	3999.22	3996.81	3998.21	93	0	17
2025.10.30	16:54:00	3998.58	3998.58	3996.19	3996.31	85	0	17
2025.10.30	16:55:00	3996.31	3996.65	3991.81	3992.75	98	0	5
2025.10.30	16:56:00	3992.73	3993.76	3990.80	3993.15	92	0	17
2025.10.30	16:57:00	3993.18	3995.61	3992.17	3995.52	89	0	17
2025.10.30	16:58:00	3995.44	3996.88	3994.79	3996.22	93	0	17
2025.10.30	16:59:00	3996.32	3998.34	3995.90	3996.33	91	0	17
2025.10.30	17:00:00	3996.73	3999.79	3992.94	3994.42	93	0	14
2025.10.30	17:01:00	3994.46	3997.04	3994.18	3997.04	92	0	17
2025.10.30	17:02:00	3996.52	3996.92	3990.63	3994.58	101	0	17
2025.10.30	17:03:00	3994.57	3996.07	3993.52	3995.69	92	0	17
2025.10.30	17:04:00	3995.74	3996.24	3994.18	3996.07	88	0	17
2025.10.30	17:05:00	3996.07	3996.28	3991.20	3993.29	94	0	5
2025.10.30	17:06:00	3993.29	3993.29	3988.52	3989.21	95	0	16
2025.10.30	17:07:00	3989.20	3992.02	3988.44	3991.15	90	0	16
2025.10.30	17:08:00	3991.03	3994.35	3990.88	3993.71	89	0	16
2025.10.30	17:09:00	3993.97	3997.28	3993.97	3996.43	94	0	16
2025.10.30	17:10:00	3996.13	4000.81	3996.04	4000.56	97	0	13
2025.10.30	17:11:00	4000.62	4002.64	3999.65	4002.64	93	0	17
2025.10.30	17:12:00	4002.59	4003.33	4000.66	4001.18	96	0	17
2025.10.30	17:13:00	4000.74	4001.48	3999.06	3999.68	94	0	17
2025.10.30	17:14:00	3999.57	4000.89	3998.84	4000.02	89	0	16
2025.10.30	17:15:00	4000.02	4002.75	3999.72	4002.25	90	0	16
2025.10.30	17:16:00	4001.78	4001.80	3998.77	4000.77	91	0	8
2025.10.30	17:17:00	4000.20	4001.62	3999.14	3999.17	88	0	16
2025.10.30	17:18:00	3999.21	4001.07	3997.72	3998.29	89	0	17
2025.10.30	17:19:00	3998.34	4001.16	3998.16	4000.51	93	0	17
2025.10.30	17:20:00	4000.62	4000.78	3997.87	4000.32	87	0	17
2025.10.30	17:21:00	4000.05	4000.36	3998.05	3999.29	93	0	17
2025.10.30	17:22:00	3999.17	3999.50	3997.07	3997.57	85	0	17
2025.10.30	17:23:00	3997.59	4000.84	3997.57	4000.66	85	0	17
2025.10.30	17:24:00	4000.80	4000.80	3996.26	3996.37	89	0	16
2025.10.30	17:25:00	3996.46	3997.42	3995.17	3995.94	87	0	17
2025.10.30	17:26:00	3995.84	3997.25	3995.50	3996.22	85	0	17
2025.10.30	17:27:00	3996.11	3997.97	3996.11	3997.47	81	0	13
2025.10.30	17:28:00	3997.49	3999.28	3997.39	3999.28	77	0	17
2025.10.30	17:29:00	3999.29	4000.15	3998.03	3998.25	90	0	5
2025.10.30	17:30:00	3998.43	3998.88	3997.75	3997.77	77	0	16
2025.10.30	17:31:00	3997.77	4000.64	3997.77	4000.64	88	0	16
2025.10.30	17:32:00	4000.65	4002.15	4000.17	4001.46	91	0	17
2025.10.30	17:33:00	4001.44	4002.39	4000.87	4001.11	85	0	17
2025.10.30	17:34:00	4001.19	4002.55	4001.19	4001.83	87	0	16
2025.10.30	17:35:00	4001.84	4002.71	4000.62	4001.58	84	0	10
2025.10.30	17:36:00	4001.60	4003.39	4001.60	4002.22	82	0	7
2025.10.30	17:37:00	4002.30	4002.45	3999.00	3999.04	90	0	17
2025.10.30	17:38:00	3999.45	4001.35	3999.03	3999.54	92	0	17
2025.10.30	17:39:00	3999.40	4001.33	3999.03	4001.17	88	0	17
2025.10.30	17:40:00	4001.21	4001.66	3999.62	4001.11	90	0	17
2025.10.30	17:41:00	4001.12	4002.98	3999.58	3999.84	89	0	17
2025.10.30	17:42:00	4000.03	4002.52	3998.93	4001.65	85	0	17
2025.10.30	17:43:00	4001.53	4004.43	4001.01	4003.81	90	0	11
2025.10.30	17:44:00	4003.58	4005.29	4002.79	4004.70	94	0	6
2025.10.30	17:45:00	4004.82	4005.35	4002.93	4004.45	94	0	17
2025.10.30	17:46:00	4004.39	4008.13	4004.09	4006.39	91	0	5
2025.10.30	17:47:00	4006.20	4006.20	4003.81	4004.82	93	0	5
2025.10.30	17:48:00	4004.89	4005.84	4003.52	4005.46	89	0	17
2025.10.30	17:49:00	4005.49	4007.55	4005.49	4005.68	89	0	17
2025.10.30	17:50:00	4005.81	4006.44	4005.01	4005.82	82	0	17
2025.10.30	17:51:00	4005.86	4005.86	4004.73	4004.97	85	0	11
